gene_id	length_bp	merged_exon_intervals	chromosomes
ENSMUSG00000132375	2070	3	chr17
ENSMUSG00000132376	1355	2	chr4
ENSMUSG00000132377	642	1	chr11
ENSMUSG00000132378	583	2	chr11
ENSMUSG00000132379	527	2	chr12
ENSMUSG00000132380	3043	6	chr1
ENSMUSG00000132381	242	2	chr14
ENSMUSG00000132382	1257	4	chr9
ENSMUSG00000132383	816	4	chr1
ENSMUSG00000132384	394	2	chrY
ENSMUSG00000132385	1098	2	chrY
ENSMUSG00000132386	1872	3	chr17
ENSMUSG00000132387	683	2	chr3
ENSMUSG00000132388	510	3	chr2
ENSMUSG00000132389	1401	1	chr19
ENSMUSG00000132390	374	2	chr10
ENSMUSG00000132391	1292	3	chr4
ENSMUSG00000132392	1044	6	chr18
ENSMUSG00000132393	479	3	chr15
ENSMUSG00000132394	418	3	chr10
ENSMUSG00000132395	488	2	chr9
ENSMUSG00000132396	406	2	chr6
ENSMUSG00000132397	423	2	chr4
ENSMUSG00000132398	665	3	chr18
ENSMUSG00000132399	1602	5	chr8
ENSMUSG00000132400	639	3	chr13
ENSMUSG00000132401	1716	5	chr12
ENSMUSG00000132402	321	2	chr14
ENSMUSG00000132403	918	3	chr1
ENSMUSG00000132404	633	5	chr4
ENSMUSG00000132405	756	1	chr19
ENSMUSG00000132406	746	3	chr4
ENSMUSG00000132407	454	3	chr19
ENSMUSG00000132408	1701	5	chr2
ENSMUSG00000132409	718	2	chr15
ENSMUSG00000132410	787	2	chr15
ENSMUSG00000132411	546	2	chr11
ENSMUSG00000132412	1237	6	chr11
ENSMUSG00000132413	645	2	chr5
ENSMUSG00000132414	738	2	chrX
ENSMUSG00000132415	475	3	chr5
ENSMUSG00000132416	1126	2	chr5
ENSMUSG00000132417	2048	3	chr4
ENSMUSG00000132418	484	2	chr13
ENSMUSG00000132419	1724	5	chr15
ENSMUSG00000132420	784	3	chr4
ENSMUSG00000132421	658	3	chr4
ENSMUSG00000132422	378	2	chr8
ENSMUSG00000132423	672	2	chr17
ENSMUSG00000132424	1244	1	chr7
ENSMUSG00000132425	1791	7	chr13
ENSMUSG00000132426	1841	3	chr17
ENSMUSG00000132427	224	2	chr2
ENSMUSG00000132428	724	2	chr9
ENSMUSG00000132429	792	2	chr2
ENSMUSG00000132430	318	1	chr19
ENSMUSG00000132431	1201	4	chr12
ENSMUSG00000132432	1451	3	chr14
ENSMUSG00000132433	970	5	chr15
ENSMUSG00000132434	880	4	chr9
ENSMUSG00000132435	2432	6	chr10
ENSMUSG00000132436	5995	19	chr6
ENSMUSG00000132437	704	2	chr8
ENSMUSG00000132438	1748	3	chr5
ENSMUSG00000132439	1070	9	chrY
ENSMUSG00000132440	207	1	chr6
ENSMUSG00000132441	1242	3	chr2
ENSMUSG00000132442	676	2	chr2
ENSMUSG00000132443	1085	3	chr2
ENSMUSG00000132444	486	2	chr2
ENSMUSG00000132445	471	2	chr10
ENSMUSG00000132446	2889	9	chr5
ENSMUSG00000132447	1235	2	chrX
ENSMUSG00000132448	1904	2	chr10
ENSMUSG00000132449	1264	2	chrY
ENSMUSG00000132450	454	2	chr5
ENSMUSG00000132451	474	2	chr6
ENSMUSG00000132452	671	1	chr5
ENSMUSG00000132453	952	1	chr17
ENSMUSG00000132454	359	2	chr2
ENSMUSG00000132455	911	4	chr8
ENSMUSG00000132456	516	2	chr19
ENSMUSG00000132457	245	2	chr13
ENSMUSG00000132458	2318	7	chr9
ENSMUSG00000132459	1520	2	chr8
ENSMUSG00000132460	925	3	chr11
ENSMUSG00000132461	459	2	chr17
ENSMUSG00000132462	850	9	chrY
ENSMUSG00000132463	1303	2	chr1
ENSMUSG00000132464	1684	5	chr11
ENSMUSG00000132465	230	2	chr2
ENSMUSG00000132466	590	2	chr17
ENSMUSG00000132467	366	2	chr4
ENSMUSG00000132468	672	3	chr4
ENSMUSG00000132469	569	4	chr12
ENSMUSG00000132470	444	2	chr10
ENSMUSG00000132471	309	2	chr15
ENSMUSG00000132472	1845	4	chr10
ENSMUSG00000132473	539	2	chr17
ENSMUSG00000132474	755	2	chr4
ENSMUSG00000132475	1711	3	chr5
ENSMUSG00000132476	1806	7	chr3
ENSMUSG00000132477	147	2	chr16
ENSMUSG00000132478	247	2	chr5
ENSMUSG00000132479	410	3	chr4
ENSMUSG00000132480	2475	1	chr7
ENSMUSG00000132481	979	1	chr7
ENSMUSG00000132482	1163	3	chr2
ENSMUSG00000132483	874	5	chr16
ENSMUSG00000132484	434	2	chr10
ENSMUSG00000132485	1110	3	chr10
ENSMUSG00000132486	389	2	chr10
ENSMUSG00000132487	661	3	chr11
ENSMUSG00000132488	788	2	chr12
ENSMUSG00000132489	483	1	chr3
ENSMUSG00000132490	743	2	chr19
ENSMUSG00000132491	1857	8	chr13
ENSMUSG00000132492	865	2	chr17
ENSMUSG00000132493	2216	9	chr18
ENSMUSG00000132494	1280	4	chr14
ENSMUSG00000132495	4673	16	chr12
ENSMUSG00000132496	900	1	chr8
ENSMUSG00000132497	1255	2	chr3
ENSMUSG00000132498	951	10	chrY
ENSMUSG00000132499	1241	3	chr9
ENSMUSG00000132500	1340	7	chr6
ENSMUSG00000132501	239	2	chr4
ENSMUSG00000132502	987	3	chr13
ENSMUSG00000132503	377	2	chr17
ENSMUSG00000132505	732	3	chr17
ENSMUSG00000132506	531	2	chr16
ENSMUSG00000132507	508	3	chr1
ENSMUSG00000132508	572	2	chr2
ENSMUSG00000132509	2456	4	chr7
ENSMUSG00000132510	275	2	chr18
ENSMUSG00000132511	1809	8	chr19
ENSMUSG00000132512	1795	2	chr16
ENSMUSG00000132513	561	2	chr17
ENSMUSG00000132514	364	2	chr5
ENSMUSG00000132515	464	4	chr7
ENSMUSG00000132516	276	2	chr6
ENSMUSG00000132517	458	2	chr4
ENSMUSG00000132518	422	3	chr6
ENSMUSG00000132519	336	2	chr11
ENSMUSG00000132520	754	4	chr2
ENSMUSG00000132521	466	2	chr9
ENSMUSG00000132522	279	2	chr6
ENSMUSG00000132523	902	1	chr7
ENSMUSG00000132524	367	2	chrY
ENSMUSG00000132525	513	4	chr14
ENSMUSG00000132526	614	3	chr11
ENSMUSG00000132527	714	3	chr18
ENSMUSG00000132528	543	2	chr8
ENSMUSG00000132529	628	1	chr10
ENSMUSG00000132530	647	4	chr1
ENSMUSG00000132531	403	2	chr3
ENSMUSG00000132532	275	2	chr16
ENSMUSG00000132533	953	2	chr18
ENSMUSG00000132534	1318	5	chr18
ENSMUSG00000132535	349	3	chrX
ENSMUSG00000132536	732	2	chr14
ENSMUSG00000132537	1683	2	chr1
ENSMUSG00000132538	522	4	chr6
ENSMUSG00000132539	782	3	chr4
ENSMUSG00000132540	949	3	chr15
ENSMUSG00000132541	1212	1	chr10
ENSMUSG00000132542	700	4	chr18
ENSMUSG00000132543	1006	4	chr2
ENSMUSG00000132544	446	2	chr6
ENSMUSG00000132545	1272	2	chrY
ENSMUSG00000132546	1033	2	chrX
ENSMUSG00000132547	1128	5	chr1
ENSMUSG00000132548	539	3	chr3
ENSMUSG00000132549	256	2	chr6
ENSMUSG00000132550	476	1	chr5
ENSMUSG00000132551	173	2	chr19
ENSMUSG00000132552	598	3	chr16
ENSMUSG00000132553	1658	6	chr17
ENSMUSG00000132554	730	2	chr5
ENSMUSG00000132555	1334	4	chr2
ENSMUSG00000132556	1370	2	chr6
ENSMUSG00000132557	2581	2	chr12
ENSMUSG00000132558	478	3	chr2
ENSMUSG00000132559	518	3	chr9
ENSMUSG00000132560	328	2	chr3
ENSMUSG00000132561	529	2	chr5
ENSMUSG00000132562	424	1	chr17
ENSMUSG00000132563	360	1	chr5
ENSMUSG00000132564	417	3	chr14
ENSMUSG00000132565	988	3	chr17
ENSMUSG00000132566	856	5	chr18
ENSMUSG00000132567	2035	2	chr4
ENSMUSG00000132568	728	1	chr13
ENSMUSG00000132569	440	1	chr18
ENSMUSG00000132570	592	5	chr2
ENSMUSG00000132571	441	4	chr1
ENSMUSG00000132572	1066	4	chr18
ENSMUSG00000132573	1199	3	chr18
ENSMUSG00000132575	999	3	chr15
ENSMUSG00000132576	1083	2	chr14
ENSMUSG00000132577	740	2	chr15
ENSMUSG00000132578	4902	12	chr1
ENSMUSG00000132579	870	5	chr5
ENSMUSG00000132580	803	2	chr2
ENSMUSG00000132581	630	1	chr2
ENSMUSG00000132582	934	3	chr8
ENSMUSG00000132583	942	3	chr16
ENSMUSG00000132584	702	2	chr6
ENSMUSG00000132585	366	3	chr17
ENSMUSG00000132586	822	2	chr3
ENSMUSG00000132587	436	3	chr11
ENSMUSG00000132588	1393	6	chr1
ENSMUSG00000132589	687	5	chr1
ENSMUSG00000132590	7113	14	chr18
ENSMUSG00000132591	2470	2	chr2
ENSMUSG00000132592	696	2	chr19
ENSMUSG00000132593	942	1	chr5
ENSMUSG00000132594	651	2	chr19
ENSMUSG00000132595	779	2	chr16
ENSMUSG00000132596	428	2	chrY
ENSMUSG00000132597	1080	3	chr6
ENSMUSG00000132598	1877	5	chr18
ENSMUSG00000132599	455	2	chr4
ENSMUSG00000132601	484	3	chr5
ENSMUSG00000132602	487	2	chr4
ENSMUSG00000132603	856	4	chr9
ENSMUSG00000132604	562	2	chr6
ENSMUSG00000132605	661	3	chrX
ENSMUSG00000132607	416	2	chr9
ENSMUSG00000132608	181	1	chr5
ENSMUSG00000132609	1809	7	chr4
ENSMUSG00000132610	649	3	chr1
ENSMUSG00000132611	2045	1	chr13
ENSMUSG00000132612	1469	5	chr13
ENSMUSG00000132613	402	2	chr18
ENSMUSG00000132614	2507	9	chr18
ENSMUSG00000132615	258	2	chr12
ENSMUSG00000132616	897	1	chr7
ENSMUSG00000132617	509	3	chr1
ENSMUSG00000132618	585	1	chr14
ENSMUSG00000132619	387	3	chr6
ENSMUSG00000132620	3064	11	chr1
ENSMUSG00000132621	483	3	chr15
ENSMUSG00000132622	377	3	chr15
ENSMUSG00000132623	917	3	chr8
ENSMUSG00000132624	364	2	chr13
ENSMUSG00000132625	327	2	chrX
ENSMUSG00000132627	1518	4	chr17
ENSMUSG00000132628	968	5	chr1
ENSMUSG00000132629	779	2	chr14
ENSMUSG00000132630	193	2	chr7
ENSMUSG00000132631	1237	3	chr7
ENSMUSG00000132632	643	3	chr2
ENSMUSG00000132633	430	2	chr17
ENSMUSG00000132634	2090	6	chr18
ENSMUSG00000132635	304	3	chr6
ENSMUSG00000132636	312	2	chr17
ENSMUSG00000132637	399	2	chr14
ENSMUSG00000132638	717	3	chr7
ENSMUSG00000132640	629	3	chr5
ENSMUSG00000132642	1943	6	chr7
ENSMUSG00000132643	1015	2	chr4
ENSMUSG00000132644	569	2	chr6
ENSMUSG00000132645	463	3	chr2
ENSMUSG00000132646	948	3	chr16
ENSMUSG00000132647	606	2	chr13
ENSMUSG00000132648	1061	2	chr5
ENSMUSG00000132649	1166	5	chr2
ENSMUSG00000132650	620	2	chr1
ENSMUSG00000132651	1010	2	chr9
ENSMUSG00000132652	1876	1	chr7
ENSMUSG00000132653	816	2	chr13
ENSMUSG00000132654	1451	2	chr17
ENSMUSG00000132655	1624	3	chr13
ENSMUSG00000132656	528	2	chr18
ENSMUSG00000132657	562	2	chr8
ENSMUSG00000132658	319	3	chr15
ENSMUSG00000132659	406	2	chr6
ENSMUSG00000132660	246	2	chr2
ENSMUSG00000132661	775	5	chr17
ENSMUSG00000132662	673	3	chr4
ENSMUSG00000132663	447	3	chr1
ENSMUSG00000132664	1600	4	chr10
ENSMUSG00000132666	384	2	chr12
ENSMUSG00000132667	1515	5	chr2
ENSMUSG00000132668	602	4	chr15
ENSMUSG00000132669	550	2	chr9
ENSMUSG00000132670	4329	9	chr13
ENSMUSG00000132671	383	2	chr15
ENSMUSG00000132672	983	5	chr17
ENSMUSG00000132673	476	3	chr7
ENSMUSG00000132674	920	2	chr2
ENSMUSG00000132675	943	2	chr10
ENSMUSG00000132676	981	6	chr16
ENSMUSG00000132677	782	4	chr18
ENSMUSG00000132678	380	2	chr15
ENSMUSG00000132679	510	3	chr14
ENSMUSG00000132680	797	2	chr13
ENSMUSG00000132681	874	3	chrX
ENSMUSG00000132682	998	3	chrX
ENSMUSG00000132683	918	3	chr14
ENSMUSG00000132684	1269	2	chrY
ENSMUSG00000132685	519	1	chr6
ENSMUSG00000132686	405	2	chr4
ENSMUSG00000132687	948	2	chr17
ENSMUSG00000132688	813	2	chr5
ENSMUSG00000132690	469	5	chr14
ENSMUSG00000132691	853	2	chr7
ENSMUSG00000132692	180	2	chr16
ENSMUSG00000132693	485	2	chr14
ENSMUSG00000132694	211	2	chr9
ENSMUSG00000132695	603	4	chr5
ENSMUSG00000132696	487	3	chr17
ENSMUSG00000132697	2074	4	chr19
ENSMUSG00000132698	1937	3	chr18
ENSMUSG00000132699	472	2	chr15
ENSMUSG00000132700	482	3	chr15
ENSMUSG00000132701	1813	6	chr17
ENSMUSG00000132702	1169	2	chr5
ENSMUSG00000132703	189	1	chr1
ENSMUSG00000132704	969	4	chr8
ENSMUSG00000132705	2029	2	chr13
ENSMUSG00000132706	787	3	chr3
ENSMUSG00000132707	757	6	chr1
ENSMUSG00000132708	371	2	chr3
ENSMUSG00000132709	2525	3	chr15
ENSMUSG00000132710	1002	4	chr18
ENSMUSG00000132711	2062	9	chr14
ENSMUSG00000132712	1136	2	chr4
ENSMUSG00000132713	375	1	chr10
ENSMUSG00000132714	1238	5	chr18
ENSMUSG00000132715	2604	8	chr9
ENSMUSG00000132716	600	2	chr18
ENSMUSG00000132717	2631	8	chr9
ENSMUSG00000132718	1398	5	chr4
ENSMUSG00000132719	1245	3	chr14
ENSMUSG00000132721	527	3	chr6
ENSMUSG00000132722	1872	5	chr17
ENSMUSG00000132723	533	2	chr10
ENSMUSG00000132724	1125	6	chr10
ENSMUSG00000132725	2141	6	chr10
ENSMUSG00000132726	2016	9	chr9
ENSMUSG00000132727	285	2	chr5
ENSMUSG00000132728	2348	4	chr9
ENSMUSG00000132729	406	2	chr10
ENSMUSG00000132730	673	3	chr5
ENSMUSG00000132731	1611	1	chr1
ENSMUSG00000132732	882	2	chr13
ENSMUSG00000132733	1835	2	chr9
ENSMUSG00000132734	2017	2	chr17
ENSMUSG00000132735	563	2	chr14
ENSMUSG00000132737	2010	2	chr12
ENSMUSG00000132738	1261	2	chrY
ENSMUSG00000132739	1878	2	chr5
ENSMUSG00000132740	442	2	chr17
ENSMUSG00000132741	284	1	chr17
ENSMUSG00000132743	1000	7	chrX
ENSMUSG00000132744	1761	2	chr13
ENSMUSG00000132745	1990	3	chr1
ENSMUSG00000132746	457	2	chrY
ENSMUSG00000132747	1217	4	chr14
ENSMUSG00000132748	1875	7	chr19
ENSMUSG00000132749	431	3	chr17
ENSMUSG00000132750	1041	6	chr18
ENSMUSG00000132751	1210	5	chr18
ENSMUSG00000132752	1442	2	chr13
ENSMUSG00000132753	462	2	chr13
ENSMUSG00000132754	308	2	chr12
ENSMUSG00000132755	1152	9	chr13
ENSMUSG00000132756	1140	1	chr2
ENSMUSG00000132757	595	3	chr17
ENSMUSG00000132758	497	5	chr12
ENSMUSG00000132759	1031	2	chr17
ENSMUSG00000132760	1533	6	chr2
ENSMUSG00000132761	865	1	chr1
ENSMUSG00000132762	285	2	chr15
ENSMUSG00000132763	291	2	chr10
ENSMUSG00000132764	431	2	chr9
ENSMUSG00000132765	1265	4	chr11
ENSMUSG00000132766	904	3	chr4
ENSMUSG00000132767	869	3	chr9
ENSMUSG00000132768	1129	5	chr1
ENSMUSG00000132769	828	1	chr1
ENSMUSG00000132770	1148	2	chr12
ENSMUSG00000132771	649	3	chr17
ENSMUSG00000132772	516	3	chr2
ENSMUSG00000132773	1891	2	chr4
ENSMUSG00000132774	351	1	chr12
ENSMUSG00000132775	1972	7	chr5
ENSMUSG00000132776	702	4	chr1
ENSMUSG00000132777	336	2	chr15
ENSMUSG00000132778	418	2	chr15
ENSMUSG00000132779	862	3	chr3
ENSMUSG00000132780	419	3	chr2
ENSMUSG00000132781	1869	2	chr5
ENSMUSG00000132782	896	2	chr4
ENSMUSG00000132783	944	1	chr17
ENSMUSG00000132784	1452	1	chr8
ENSMUSG00000132785	445	2	chr13
ENSMUSG00000132786	544	3	chr1
ENSMUSG00000132787	926	4	chr4
ENSMUSG00000132788	416	3	chr14
ENSMUSG00000132789	823	4	chr19
ENSMUSG00000132790	1059	4	chr17
ENSMUSG00000132791	646	3	chr17
ENSMUSG00000132792	336	2	chr13
ENSMUSG00000132793	821	5	chr18
ENSMUSG00000132794	650	4	chr13
ENSMUSG00000132795	506	2	chr14
ENSMUSG00000132796	876	2	chr2
ENSMUSG00000132797	1258	3	chrY
ENSMUSG00000132798	419	3	chr17
ENSMUSG00000132799	592	4	chr19
ENSMUSG00000132800	4444	17	chr11
ENSMUSG00000132801	647	3	chr6
ENSMUSG00000132802	1248	5	chr13
ENSMUSG00000132803	1116	3	chr2
ENSMUSG00000132804	1860	2	chr17
ENSMUSG00000132805	373	2	chr15
ENSMUSG00000132806	1724	2	chr10
ENSMUSG00000132807	1232	2	chr11
ENSMUSG00000132808	1387	5	chr15
ENSMUSG00000132809	497	2	chr13
ENSMUSG00000132810	730	2	chr11
ENSMUSG00000132811	337	2	chr2
ENSMUSG00000132812	742	5	chr18
ENSMUSG00000132813	332	2	chr4
ENSMUSG00000132814	556	3	chr15
ENSMUSG00000132815	356	2	chr5
ENSMUSG00000132816	1350	3	chr4
ENSMUSG00000132817	628	2	chr9
ENSMUSG00000132818	2182	2	chr5
ENSMUSG00000132819	670	3	chr14
ENSMUSG00000132820	444	2	chr11
ENSMUSG00000132821	779	2	chr2
ENSMUSG00000132822	454	2	chr3
ENSMUSG00000132823	682	2	chr1
ENSMUSG00000132824	605	2	chr4
ENSMUSG00000132825	1244	2	chr5
ENSMUSG00000132827	501	3	chr13
ENSMUSG00000132828	1258	2	chr6
ENSMUSG00000132829	348	2	chr4
ENSMUSG00000132830	790	3	chr4
ENSMUSG00000132831	838	2	chr8
ENSMUSG00000132832	2896	9	chr4
ENSMUSG00000132833	1812	3	chr14
ENSMUSG00000132834	256	2	chr3
ENSMUSG00000132835	2389	2	chr14
ENSMUSG00000132836	3988	11	chr15
ENSMUSG00000132837	878	4	chr17
ENSMUSG00000132838	820	2	chr18
ENSMUSG00000132839	1721	2	chr18
ENSMUSG00000132840	744	3	chr11
ENSMUSG00000132841	313	2	chr9
ENSMUSG00000132842	3159	4	chr4
ENSMUSG00000132843	895	6	chr16
ENSMUSG00000132845	375	2	chr12
ENSMUSG00000132846	970	2	chr11
ENSMUSG00000132847	663	3	chr12
ENSMUSG00000132848	491	4	chr15
ENSMUSG00000132849	653	2	chr2
ENSMUSG00000132850	1216	8	chr3
ENSMUSG00000132851	1264	3	chr8
ENSMUSG00000132853	418	3	chr16
ENSMUSG00000132854	653	3	chr2
ENSMUSG00000132855	1974	2	chr1
ENSMUSG00000132856	1424	7	chr18
ENSMUSG00000132858	541	3	chr13
ENSMUSG00000132859	759	1	chr4
ENSMUSG00000132860	495	2	chr5
ENSMUSG00000132861	500	1	chr13
ENSMUSG00000132862	614	3	chr6
ENSMUSG00000132863	628	4	chr4
ENSMUSG00000132864	640	4	chr3
ENSMUSG00000132865	1088	4	chr8
ENSMUSG00000132866	466	2	chr5
ENSMUSG00000132867	1014	4	chr14
ENSMUSG00000132868	430	2	chr16
ENSMUSG00000132869	1329	3	chr3
ENSMUSG00000132870	479	3	chr7
ENSMUSG00000132871	717	2	chr17
ENSMUSG00000132872	947	10	chrY
ENSMUSG00000132873	755	3	chr18
ENSMUSG00000132874	443	2	chr11
ENSMUSG00000132875	2420	6	chr11
ENSMUSG00000132876	683	3	chrX
ENSMUSG00000132877	538	2	chr5
ENSMUSG00000132878	318	2	chr12
ENSMUSG00000132879	1185	6	chr2
ENSMUSG00000132880	1299	2	chr12
ENSMUSG00000132881	877	3	chr4
ENSMUSG00000132882	2072	6	chr2
ENSMUSG00000132883	679	2	chr2
ENSMUSG00000132884	287	2	chr9
ENSMUSG00000132885	816	3	chr11
ENSMUSG00000132886	3112	5	chr13
ENSMUSG00000132887	4025	2	chr2
ENSMUSG00000132888	589	3	chr15
ENSMUSG00000132889	322	2	chr12
ENSMUSG00000132890	938	2	chr11
ENSMUSG00000132891	550	2	chr7
ENSMUSG00000132892	1025	2	chr1
ENSMUSG00000132893	933	1	chr13
ENSMUSG00000132894	1328	5	chr2
ENSMUSG00000132895	395	1	chr13
ENSMUSG00000132896	450	2	chr6
ENSMUSG00000132897	1967	3	chr6
ENSMUSG00000132898	519	2	chr13
ENSMUSG00000132899	1309	3	chrY
ENSMUSG00000132900	436	2	chr2
ENSMUSG00000132901	913	3	chr12
ENSMUSG00000132902	1751	4	chr14
ENSMUSG00000132903	1584	1	chr16
ENSMUSG00000132904	1117	3	chr5
ENSMUSG00000132905	539	4	chr1
ENSMUSG00000132907	922	2	chr6
ENSMUSG00000132908	3604	13	chr3
ENSMUSG00000132909	2209	5	chr14
ENSMUSG00000132910	1931	4	chr8
ENSMUSG00000132911	588	3	chr4
ENSMUSG00000132912	409	2	chr9
ENSMUSG00000132913	1273	2	chrY
ENSMUSG00000132914	2784	14	chr18
ENSMUSG00000132916	1228	1	chr11
ENSMUSG00000132917	639	2	chr1
ENSMUSG00000132918	475	1	chr16
ENSMUSG00000132919	266	1	chr17
ENSMUSG00000132920	2209	13	chr2
ENSMUSG00000132921	329	2	chr15
ENSMUSG00000132922	2930	4	chr2
ENSMUSG00000132923	311	3	chr9
ENSMUSG00000132924	616	2	chr13
ENSMUSG00000132925	576	2	chr3
ENSMUSG00000132926	677	1	chr4
ENSMUSG00000132927	347	2	chr9
ENSMUSG00000132928	1205	2	chr9
ENSMUSG00000132929	532	3	chr5
ENSMUSG00000132930	250	2	chr16
ENSMUSG00000132931	767	2	chrX
ENSMUSG00000132932	1173	3	chr6
ENSMUSG00000132933	417	3	chr17
ENSMUSG00000132934	2054	5	chr17
ENSMUSG00000132935	499	2	chr1
ENSMUSG00000132936	676	2	chr2
ENSMUSG00000132937	622	2	chr15
ENSMUSG00000132938	950	3	chr5
ENSMUSG00000132939	466	2	chr9
ENSMUSG00000132940	357	2	chr11
ENSMUSG00000132941	1630	7	chr1
ENSMUSG00000132943	500	3	chr3
ENSMUSG00000132944	1269	2	chrY
ENSMUSG00000132945	483	3	chr5
ENSMUSG00000132946	1256	1	chr12
ENSMUSG00000132947	370	2	chr17
ENSMUSG00000132948	3447	3	chr1
ENSMUSG00000132949	448	3	chr1
ENSMUSG00000132950	1067	1	chr5
ENSMUSG00000132951	557	2	chr13
ENSMUSG00000132952	1153	2	chr3
ENSMUSG00000132953	485	3	chr2
ENSMUSG00000132954	1361	6	chr2
ENSMUSG00000132955	626	3	chr9
ENSMUSG00000132956	1578	3	chr11
ENSMUSG00000132957	638	2	chr17
ENSMUSG00000132958	715	2	chr15
ENSMUSG00000132959	3350	2	chr3
ENSMUSG00000132960	1059	3	chr14
ENSMUSG00000132961	302	2	chr4
ENSMUSG00000132962	749	3	chr14
ENSMUSG00000132963	534	3	chrX
ENSMUSG00000132965	3332	5	chr15
ENSMUSG00000132966	424	2	chr5
ENSMUSG00000132967	1639	4	chrX
ENSMUSG00000132968	201	1	chr16
ENSMUSG00000132969	473	3	chr10
ENSMUSG00000132970	450	3	chr2
ENSMUSG00000132971	884	1	chr5
ENSMUSG00000132972	997	2	chr2
ENSMUSG00000132973	643	4	chr17
ENSMUSG00000132974	278	2	chr17
ENSMUSG00000132975	427	2	chr17
ENSMUSG00000132976	2352	4	chr14
ENSMUSG00000132977	364	2	chr14
ENSMUSG00000132978	599	2	chr17
ENSMUSG00000132979	1110	2	chr5
ENSMUSG00000132980	586	3	chr11
ENSMUSG00000132981	1769	2	chr10
ENSMUSG00000132982	654	2	chr5
ENSMUSG00000132983	335	2	chr1
ENSMUSG00000132984	548	2	chrX
ENSMUSG00000132985	903	3	chr9
ENSMUSG00000132986	587	2	chr6
ENSMUSG00000132987	1212	2	chr2
ENSMUSG00000132988	391	2	chr3
ENSMUSG00000132989	504	1	chr1
ENSMUSG00000132990	2866	12	chr14
ENSMUSG00000132991	1059	2	chr16
ENSMUSG00000132992	500	2	chr18
ENSMUSG00000132993	799	3	chr7
ENSMUSG00000132994	787	2	chr13
ENSMUSG00000132995	2032	6	chr13
ENSMUSG00000132996	924	2	chr2
ENSMUSG00000132997	419	2	chr4
ENSMUSG00000132998	584	3	chr4
ENSMUSG00000132999	820	2	chr19
ENSMUSG00000133000	928	4	chr2
ENSMUSG00000133001	600	3	chr2
ENSMUSG00000133002	707	2	chr4
ENSMUSG00000133003	598	3	chr10
ENSMUSG00000133004	476	2	chr17
ENSMUSG00000133005	868	2	chr3
ENSMUSG00000133006	700	3	chr3
ENSMUSG00000133007	832	2	chr4
ENSMUSG00000133008	3611	14	chr14
ENSMUSG00000133009	569	3	chr9
ENSMUSG00000133010	926	9	chr18
ENSMUSG00000133011	435	3	chr15
ENSMUSG00000133012	289	2	chr12
ENSMUSG00000133013	324	2	chr2
ENSMUSG00000133014	769	3	chr5
ENSMUSG00000133015	957	2	chr18
ENSMUSG00000133016	1583	3	chr2
ENSMUSG00000133017	504	2	chr19
ENSMUSG00000133018	770	1	chr6
ENSMUSG00000133019	606	4	chr18
ENSMUSG00000133020	559	2	chr14
ENSMUSG00000133021	1981	6	chr15
ENSMUSG00000133022	414	3	chr7
ENSMUSG00000133023	3207	5	chr14
ENSMUSG00000133024	816	2	chr7
ENSMUSG00000133025	1182	2	chr5
ENSMUSG00000133026	2450	8	chr10
ENSMUSG00000133027	397	2	chr1
ENSMUSG00000133028	405	2	chr6
ENSMUSG00000133029	871	2	chr6
ENSMUSG00000133031	794	5	chr8
ENSMUSG00000133032	2345	6	chr2
ENSMUSG00000133033	2610	4	chr4
ENSMUSG00000133034	744	2	chr10
ENSMUSG00000133035	1005	4	chr4
ENSMUSG00000133036	241	3	chr16
ENSMUSG00000133037	317	2	chr6
ENSMUSG00000133038	1150	4	chr7
ENSMUSG00000133039	859	3	chr13
ENSMUSG00000133040	1664	2	chr7
ENSMUSG00000133041	945	2	chr8
ENSMUSG00000133042	1475	4	chr1
ENSMUSG00000133043	1334	3	chr4
ENSMUSG00000133044	1382	3	chr2
ENSMUSG00000133045	252	1	chr2
ENSMUSG00000133046	629	3	chr2
ENSMUSG00000133047	269	2	chr4
ENSMUSG00000133048	1282	3	chrY
ENSMUSG00000133049	356	3	chr5
ENSMUSG00000133050	733	4	chr2
ENSMUSG00000133051	809	2	chr3
ENSMUSG00000133052	620	2	chr14
ENSMUSG00000133053	349	3	chr17
ENSMUSG00000133054	843	6	chr4
ENSMUSG00000133055	3051	13	chr15
ENSMUSG00000133056	825	4	chr5
ENSMUSG00000133057	1068	2	chr10
ENSMUSG00000133058	1081	6	chr1
ENSMUSG00000133059	2263	9	chr6
ENSMUSG00000133060	664	3	chr2
ENSMUSG00000133061	2686	4	chr15
ENSMUSG00000133062	364	2	chr4
ENSMUSG00000133063	1792	6	chr13
ENSMUSG00000133064	686	4	chr19
ENSMUSG00000133065	1207	4	chr4
ENSMUSG00000133066	682	2	chr4
ENSMUSG00000133067	277	2	chr15
ENSMUSG00000133068	423	2	chr9
ENSMUSG00000133069	1250	2	chrY
ENSMUSG00000133070	1641	7	chr10
ENSMUSG00000133071	773	4	chrX
ENSMUSG00000133072	1502	2	chr14
ENSMUSG00000133074	621	2	chr10
ENSMUSG00000133075	1183	2	chr3
ENSMUSG00000133076	3529	5	chr1
ENSMUSG00000133077	282	2	chr1
ENSMUSG00000133078	1109	2	chr4
ENSMUSG00000133079	724	3	chr1
ENSMUSG00000133080	1297	2	chr14
ENSMUSG00000133081	3263	10	chr8
ENSMUSG00000133082	372	3	chr7
